amount,gst_amount,refund_amount,amount_paid,payment_id,onboarding_id,lead_id,trackrr_customer_id,sub_product_id,payment_provider_id,payment_ids,detail_concern,utr,refund_date,bank_proof,reason_id,contact_id,process_status,remarks
28800.0,5184,33984.0,33984.0,7607.0,13933.0,1690330.0,,3.0,,"7607,7607","Case fact : 22nd feb 2026 : client email us : I suppose you'll work blind folded , even after instructions were clearly give and all well communicated yet you'll  go ahead and debit my account with Rs.16,992 /-. PLEASE UNDERSTAND IM NOT HAPPY WITH YOUR SERVICES AND PLS DONT DEBIT MY ACCOUNT WITH RIDICULOUS AMOUNTS, YOUR SERVICES ARENT REQUIRED.I want the reversal done with immediate effect. Any verbal communication required shall be done on the number mentioned in this mail. 
OPs comment : on 2 march 2026 : Client stated that the amount was debited through e-mandate and she does not wish to continue the service. he mentioned that she had already informed us in December regarding stopping the amount. Client was informed that the refund-related communication will be shared via email for further process.",INF/NEFT/IN42606557805097/BKID0000004/67594612 / /DHARMESHTHA,2026-03-06,pasmurf99@hotmail.com.jpg,17.0,3680471,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
28800.0,5184,33984.0,33984.0,8026.0,14755.0,1690414.0,0.0,3.0,,"8026,8026","case fact : on 3 march 2026 client raised a refund request but in wrong email id (Today I have received notification of debit of Rs 16992 from my account .I had not been informed prior to  deductions. 
  I am not satisfied with your  recommendations  . Portfol6is at loss. 
  Your representative had assured  that I will be given  shariah compliant stocks for  invest. You had assured of mine 20% appreciation .
  I was given mostly non- compliant stocks
  Kindly refund amount deducted from my account immediately)                                                               Ops comment : vidhi spoken with the client receive inbound call on 9 march : He stated he has a medical emergency and asked for a T2 refund. as per the process providin full refund.",INF/NEFT/IN42607656321120/BKID0000060/68196970 / /DamudiAbdul,2026-03-17,abdulbdamudi@gmail.com.png,1.0,3680542,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
22824.0,0,22824.0,0.0,8317.0,15309.0,1698901.0,0.0,3.0,,"8317,8317","Client email : This is Aasif Tanwar msging you regarding the premium membership program. I had given a deep thought regarding its continuation, but very sorry to tell you that I am come to the conclusion that I am no longer in a position to continue this program for my business in equity market due to some unforeseen reason arises on my current business here. So I kindly request you to consider it urgently.
I kindly want to make a note that if possible the amount 203000 invested in pre ipo is also needs to be withdrawn.

Ops Comments: Spoken to the client he said that he works out of India and there now expenses are increased and he won't be able to invest anymore. I suggested continuing till the next tranche as there will be less or NO refund as per the refund policy. The client said the counsellor told him to try the services for 3 months and if not satisfied he can go for a refund, and told him agreed on the same but that does not mean that full refund will be processed. He said that he is also a salesman and it is a wrong practice. I told him for his satisfaction  I will go through the call recording and will try to help him for the refund. He said OK and said to send the amount for refund whatever applicable.

Sales counsellor comments: I had a  discussion with the client regarding the continuation of services. As explained by him, he currently does not have surplus funds available due to ongoing business commitments, and financial constraints have become a major concern. His decision to discontinue is purely based on fund limitations and is not related to returns or service satisfaction.

The client has requested a pro-rata refund as per the agreement terms, since the paid amount has not been fully utilized and he will not be continuing further with the services to which i have told him will check with my team you may drop an email for the same.

Kindly review the case and assist with the necessary steps for processing the applicable pro rata  refund.

9-Feb-26 : A prorata refund email sent to the client for Rs. 11,412/-",Considered in payment list of 17/03/26,,aasiftanwar25@gmail.com.jpg,182.0,3687670,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
67600.0,12168,79768.0,0.0,8684.0,15985.0,1701175.0,0.0,2.0,,"8684,8684","Case Facts: Received an email from client that Please note that due to misunderstanding I have doubly paid the premium membership amount , one transaction of value 39884 Rs was manually done on 10th March 26 and another one was auto deduction through bank today on 11th March 26, reference bank mail attached here with.
So please arrange to return my manual payment back to my account at the earliest.
Ops comments: The client stated that he received a payment reminder email, paid using the link provided in that email on 10th March 2026 and his account was debited via auto-debit the next day (11th Mar 2026). Hence, process the refund under the no-loss category.",Considered in payment list of 17/03/26,,pankaj.bajpai@rediffmail.com.jpg,76.0,3689409,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
28000.0,5040,33040.0,0.0,9616.0,17823.0,1703162.0,0.0,1.0,,"9616,9616","case fact : on 4th march 2026 client want 2 tranche refund I m not satisfied with the services and is quite different from what I was told when I became the member.
So please return the amount paid on 4 March.
Sorry for the inconvenience.  
Ops comment:The client said he isn't aligned with our investment strategy, not convinced with the stocks suggested.Â As each hit, a full refund will be processed.",Considered in payment list of 18/03/26,,himanshulakdawala3011@gmail.com.jpg,45.0,3691209,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
25200.0,4536,29736.0,29736.0,9074.0,17108.0,1707603.0,0.0,1.0,,"9074,9074","Client email : My name is Vinayak Sarangale 
Contact Number 9820818862
I am writing this email regarding refund of  INR 14868. which has got debited today 27th February 2026 by E Mandate

I have already informed that to close trading advisory

Kindly look into the same and would like to request you to process for refund 

Ops comment:  Clinet not answering the call owever, on the basis of his email, as the reason is mentioned, processing the full refund.",INF/NEFT/IN42607052601472/SBIN0003428/67922819 / /VINAYAKSARA,2026-03-11,vinayak.sarangale@yahoo.com.jpeg,183.0,3695049,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
66660.0,0,66660.0,66660.0,9300.0,17406.0,1710845.0,0.0,3.0,,"9300,9300","Case facts:
Welcome call completed by Jamema Ratnam on 22-Dec-2025 and no issue raised by client. Additional Comment - Welcome call completed with the client. Product: PMP Explained product and tenure; advised client to check the agreement copy confirmed client understanding - Yes Confirmed investible surplus allocation: 5in5 â Rs. ____ MPO â Rs. ____ Pre-IPO â Rs. ____ Profiling questions successfully completed. Equities : 5-6 lac , wealth creation in long term, Civil engineer Checked for any additional subscription with Equentis. no Asked if any sales representative is in touch post-subscription purchase. Explained Checked whether any commitments were given: No issues or concerns reported by the client. Support line details shared with the client.
Now the client is asking for a refund due to a fund issue and also he mentioned on call that you have forced him to take the subscription and his not state of mind at that time. 
Kindly check with the client and provide an update on the same.",INF/INFT/043600697441/67594612 /JATSHYAMSUNDERSHIVRA/,2026-03-06,sam9922076050@gmail.com.png,187.0,3698050,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
68858.0,0,68858.0,0.0,9266.0,17364.0,1714149.0,0.0,2.0,,"9266,9266","On 19th Feb : client raised email on support id : Dear Equentis Team,

This is regarding my PMP services subscription taken in January. Earlier, I had also opted for your Retail Services (5in5 + MPO), but due to serious medical issues, I was never able to make any investments.

Despite my situation, I completed the e-mandate process after continuous calls and repeated follow-ups from your team. However, I am clearly stating now that I am not in a position to continue with PMP services. I am facing ongoing medical and family emergencies, and it is absolutely impossible for me to invest a bulk amount in Pre-IPO opportunities. Under these circumstances, it is completely unreasonable to expect me to continue the service. Therefore, I am demanding an immediate refund of my PMP subscription fees.Additionally, I hereby instruct you to immediately cancel the e-mandate registered against my bank account and ensure that no further auto-debits are processed. I require written confirmation of the e-mandate cancellation at the earliest. Please treat this matter as urgent and confirm both the refund process and mandate cancellation without any unnecessary delays or complications.

OPs comment : we tried to call but it went unanswered. Sale comment awaited

21-Feb-26: CS team: I contacted a client for a welcome call, he stated that he wants to cancel the subscription due to funding requirements and a lack of fresh funds to invest in our recommendation.Also, he assured that he will continue services with Equentis in future and he doesn't have any issues or complaints about Equentis. As a client, he oppologize to me as he unable to continue investment journey with Equentis.Based on the facts above, process the service cancellation and refund accordingly.

24th Feb : Zeeshan Ahmed: Sales Feedback: Hi team , he was very interested with PMP and pre ipo investment opportunity , he told he will start pre ipo investment immediately  , but from pre ipo team they have given him  a huge investment plan , he is not responding to calls post this huge investment plan now he is mentioning medical emergency as a reason thats it.

24-Feb-26: Ops sent an email for bank details as per the refund policy. - Rs. 6,928/- 
However, an email sent to pre-ipo team for the explaination.",Considered in payment list of 18/03/26,,dasaluja21@gmail.com.jpg,185.0,3700080,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
31996.0,0,31996.0,31996.0,98733.0,86439.0,1792068.0,44536.0,4.0,,"98728,98729,98730,98731,98732,98733,98728,98729,98730,98731,98732,98733","Ops Comments : I have spoken to the client:

Reason for refund.

1. He currently does not have sufficient funds available for further investment.

2. He has invested in only one MPO recommendation so far, which is presently at a loss.

3. He also maintains demat accounts with 2â3 other firms such as Zerodha, who are already providing him with recommendations.

4. He has stated that he will not be able to make the upcoming tranche payment.

5. He is requesting a refund on a pro-rata basis, stating that the same was communicated to him by the counsellor and the counsellorâs senior.

6. I tried to explain to him that it is too early to evaluate the performance of the services. I also highlighted that our approach is different from others, as we provide detailed research reports and our recommendations are carefully analysed by experienced professionals. However, he remains firm on seeking a refund.
I told him will check the call recording accordingly will communicate.

Ops comments: As per our meeting held on 19th Feb withSales bangaore, we came to know that the team did not know about the breakage charges and they used to inform the client on pro-rata basis, hence processing as per prorata. Informed the same to the client.",INF/NEFT/IN42607656320607/IDFB0081784/68196970 / /ShaikKhalee,2026-03-17,ahamed_bsc@yahoo.co.in.pdf,187.0,3714341,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
65734.0,11832,77566.0,0.0,87261.0,84036.0,1789665.0,37506.0,4.0,,"87259,87260,87261,87259,87260,87261","SEBI Escalated: I hereby formally declare my intention to cancel and unsubscribe from any and all memberships that I hold with Equintis, with immediate effect.

The decision to terminate my membership arises from multiple concerns, including but not limited to:

Customer support that I have found to be unsatisfactory and not user-friendly; and

The frequent promotion of additional paid plans and services appears primarily focused on additional monetary commitments.

In accordance with this cancellation request, I respectfully seek the refund of the proportionate amount of subscription fees that remain unused, after deducting any legitimate service charges applicable to services that have already been utilized.

For clarity, my payment history with Equintis is summarized below:

â¹38,783 â Recently paid; no services have been utilized under this payment.

â¹5,000 â Paid toward a Pre-IPO booking facility; however, no IPO booking was made under this plan.

â¹24,780 â Paid on 10 October 2025 for the â5-5â and âMispriced Opportunityâ plans as part of the annual subscription.

As per the agreement clause referenced on Page 11 of 38, a proportionate refund is payable to the client upon cancellation. Based on this provision, I request the refund of the following amount: ( â¹38,783 + â¹5,000 + â¹12,390 (representing the unused half of the â¹24,000 annual subscription)

Kindly process the refund of the above-mentioned proportionate amount at the earliest.

Additionally, I request that all personal and account-related data associated with my membership be permanently removed from your data repositories, in accordance with applicable data protection and confidentiality standards. I also request written confirmation that my data will not be disclosed, misused, or handled in any manner inconsistent with these obligations.

I would appreciate written acknowledgment of this request and confirmation of the actions taken regarding membership cancellation, refund processing, and data deletion.

Ops comments: 1. The fee are tooo much, if he investing 5 lacs then  approx 3 lacs is fees only.
2. Every time he ges the calls for different product and get pressurised. In pressure he took the premium membership but now he realized it.
3. He said its not customer friendlty product as the research based company should explain where, how and when to invest. - I explained him that everything is available in dashboard, he is with us since Oct. '25 where we did a welcome call and feedback calls. I asked him if I can arrange a call for the same but he denied.
4. He i not happy with the returns too, informed him its very early judge and expect the return.
5. Later he said that if we can pause the subscription and then start whever he asks informed him not possible still he was insisting I told him will call back.

NOTE: For refund I clearly explained him that there will be NO refund for Combo services, however for PMP we can process the full refund.

Observation: The fees collected in Feb. 24, 2026, but the activation happened in 7th March '26 and the welcome call done on 6th March '26, counsellor not replying for the reson for delay in activation.

Counsellor Comments: Please note the timeline of the clientâs investment process for your reference:

The client made the first payment on 9th February.
The remaining payment was completed on 24th February.
The payment was approved on 25th February.
The client completed the e-mandate on 4th March.

Additionally, the client had received a call from the Pre-IPO team beforehand so the investment process could begin without delay.
The client also informed me that he is a government employee and therefore wanted to verify certain formalities before proceeding with the investment. He mentioned that he would review the requirements and then decide how to start the investment.
Therefore, there has been no delay on my end, and the process moved forward according to the clientâs confirmation and internal approvals.

Ops comments 16-3.26 : I spoke to the client today and informed him that pause of services is not possible. We agreed to fully refund the PMP fees, and he said that he has paid Rs. 5000/- for pre-ipo, told him will arrange a call back.",Process today  of 17/03/26,,indraiict@gmail.com.pdf,62.0,3716691,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
117600.0,21168,138768.0,138768.0,100197.0,86742.0,1792371.0,45045.0,4.0,,"100192,100193,100194,100195,100196,100197,100192,100193,100194,100195,100196,100197,100192,100193,100194,100195,100196,100197,100192,100193,100194,100195,100196,100197,100192,100193,100194,100195,100196,100197,100192,100193,100194,100195,100196,100197,100192,100193,100194,100195,100196,100197,100192,100193,100194,100195,100196,100197,100192,100193,100194,100195,100196,100197,100192,100193,100194,100195,100196,100197,100192,100193,100194,100195,100196,100197,100192,100193,100194,100195,100196,100197","On 10th Feb 2026: CS team raised a concern: The mentioned client has requested a refund on a service call as wants a refund of 1st tranche payment. He mentioned that he is having issues with mobile application from the day 1. I already raised this query back in november but the client stated that this issue has not been resolved till date. Right now he is demanding a refund as he did not use this service. If he is not eligible for refund then he wants a Mail from equentis for the explanation. 
Ops Comments: As per checking he is not eligible for a refund as his onboarding was done in the month of Jun 2025

The client below has been facing a login issue since renewing their services. Based on my checks, he raised these concerns multiple times, however we could not find any issue with his login and we also asked him to share the screenshots. He said the error message vanished so quickly that he couldn't take a screenshot because he is 72 years old and not very tech-savvy. 

In my conversation with the client today, I personally tried logging in through the dashboard and found the error. The screenshot is below.I informed the client that we will check and get back to him.

image.png


Observations: Based on my checks during service calls, most of the updates indicate, ""He is not able to use the services due to a login issue."" Here is the detailed issue that needs to be found.

Following my discussion with Samant on the Tech team, I learned that because this is an old client (from 2017), he must first log in through the website to verify his email. 

Action taken: Samant will make the necessary changes on the backend. He can log in to the dashboard now.

Called again: The client confirmed that he can log in now. The client now expects an extension of services. I informed him that it is not possible, he may opt for a refund and re-onboard. However I tried the refund amount excluding GST but he is not ready for that. We approved the full refund because it was our fault. Also he has threaten to escalate to SEBI.

Remedial measures:

@Samant Kumar : Kindly get the details of the client who are facing this issue for the same reason. Kindly confirm if any communication was done with these clients stating they have to login through the website first.

@Sneha Iyer - Please address the team to prob and get the maximum details from the client (e.g., what the app looks like, what is flashing on the screen, the first step they took, etc.) On;y updating the system will not work.
@Opswealth Equentis The above also applies to you.",INF/NEFT/IN42606557805161/IDFB0060103/67594612 / /RajeshMehta,2026-03-06,rajeshmehta1@gmail.com.jpg,32.0,3717143,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
83334.0,0,83334.0,0.0,114479.0,91660.0,1797289.0,15599.0,4.0,,"114478,114479,114478,114479","6-Feb-26 - Email from the client.

Reason : Financial crunches

ops comment :  due to lack of fund client is not able to continue he is asking for refund . as per heena maam without gst refund will be given",Considered in payment list of 18/03/26,,cscvlegourangkocha@gmail.com.jpg,187.0,3745412,FAILED,"column ""temp_payment_ids"" of relation ""refund"" does not exist
LINE 34:     temp_payment_ids,
             ^
"
